StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Equipment
YVR,SHE,3U,330
ZHA,CKG,3U,319
ZHA,HKG,3U,319
ZHY,PEK,3U,320
ZHY,XNN,3U,320
ZUH,CZX,3U,320
ZUH,HAK,3U,320
LAS,LAX,4B,PL2
LAX,LAS,4B,PL2
CAI,TLV,4D,E70
TLV,CAI,4D,E70
MCG,NIB,4E,PAG
MCG,TCT,4E,PAG
NIB,MCG,4E,PAG
TCT,TLJ,4E,PAG
TLJ,MCG,4E,PAG
EYK,VKO,4G,YK2
NCU,VKO,4G,73G
NUX,TJM,4G,TU5
NUX,UFA,4G,TU5
NUX,VKO,4G,73G TU5
NYM,OVS,4G,YK4
NYM,VKO,4G,73G
OVS,NYM,4G,YK4
OVS,SVX,4G,YK4
OVS,VKO,4G,YK2
SVX,OVS,4G,YK4
TJM,NUX,4G,TU5
UCT,VKO,4G,YK2
UFA,NUX,4G,TU5
VKO,EYK,4G,YK2
VKO,NCU,4G,73G
VKO,NUX,4G,73G TU5
VKO,NYM,4G,73G
VKO,OVS,4G,YK2
VKO,UCT,4G,YK2
BKK,DAC,4H,AT7
BZL,DAC,4H,DH8
CCU,CGP,4H,AT7
CCU,DAC,4H,AT7
CGP,CCU,4H,AT7
CGP,DAC,4H,DH8
CGP,MCT,4H,313
CXB,DAC,4H,DH8
DAC,BKK,4H,AT7
DAC,BZL,4H,DH8
DAC,CCU,4H,AT7
DAC,CGP,4H,DH8
DAC,CXB,4H,DH8
DAC,DXB,4H,313
DAC,JED,4H,313
DAC,JSR,4H,DH8
DAC,KTM,4H,AT7
DAC,KUL,4H,AT7
DAC,MCT,4H,313
DAC,SPD,4H,DH8
DAC,ZYL,4H,313
DXB,DAC,4H,313
JED,DAC,4H,313
JSR,DAC,4H,DH8
KTM,DAC,4H,AT7
KUL,DAC,4H,AT7
MCT,CGP,4H,313
MCT,DAC,4H,313
RJH,DAC,4H,DH8
SPD,DAC,4H,DH8
SPD,RJH,4H,DH8
ZYL,DAC,4H,313
YGZ,YRB,4K,DHT
YRB,YGZ,4K,DHT
EZE,MIA,4M,777 763
EZE,PUJ,4M,763
MIA,EZE,4M,777 763
MIA,PUJ,4M,763
PUJ,EZE,4M,763
PUJ,MIA,4M,763
YEG,YXY,4N,737
YLW,YVR,4N,737
YLW,YXY,4N,737
YOW,YZF,4N,737
YVR,YLW,4N,737
YVR,YXY,4N,737
YXY,YLW,4N,737
YXY,YVR,4N,737
YXY,YYC,4N,737
YXY,YZF,4N,737
YYC,YEG,4N,737
YZF,YOW,4N,737
YZF,YXY,4N,737
ACA,MEX,4O,320
ACA,TLC,4O,320
AGU,MEX,4O,SU9
BOG,MEX,4O,320
CEN,MEX,4O,320
CJS,MEX,4O,320
CME,MEX,4O,320
CPE,MEX,4O,SU9
CTM,MEX,4O,320
CUL,MEX,4O,320
CUN,MEX,4O,320
CUN,MTY,4O,320
CUN,TLC,4O,320
CUU,MEX,4O,320
CZM,MEX,4O,320
GDL,MEX,4O,320
GDL,MTY,4O,320
GDL,SAT,4O,320
GDL,SJD,4O,320
GDL,SNA,4O,320
GDL,TIJ,4O,320
GUA,MEX,4O,320
HAV,MEX,4O,320
HMO,MEX,4O,320
HUX,MEX,4O,320
JFK,MEX,4O,320
LAP,MEX,4O,SU9
LAS,MTY,4O,320
LAS,TLC,4O,320
MEX,ACA,4O,320
MEX,AGU,4O,SU9
MEX,BOG,4O,320
MEX,CEN,4O,320
MEX,CJS,4O,320
MEX,CME,4O,320
MEX,CPE,4O,SU9
MEX,CTM,4O,320
MEX,CUL,4O,320
MEX,CUN,4O,320
MEX,CUU,4O,320
MEX,CZM,4O,320
MEX,GDL,4O,320
MEX,GUA,4O,320
MEX,HAV,4O,320
MEX,HMO,4O,320
MEX,HUX,4O,320
MEX,JFK,4O,320
MEX,LAP,4O,SU9
MEX,MIA,4O,320
MEX,MID,4O,320
MEX,MTT,4O,SU9
MEX,MTY,4O,320
MEX,MZT,4O,SU9
MEX,OAX,4O,320
MEX,PQM,4O,SU9
MEX,PVR,4O,320
MEX,REX,4O,SU9
MEX,SAT,4O,320
MEX,SJD,4O,320
MEX,SJO,4O,320
MEX,SNA,4O,320
MEX,TAM,4O,320
MEX,TGZ,4O,320
MEX,TIJ,4O,320
MEX,TRC,4O,SU9
MEX,VER,4O,320
MEX,VSA,4O,320
MEX,ZCL,4O,SU9
MEX,ZIH,4O,320
MEX,ZLO,4O,SU9
MIA,MEX,4O,320
MID,MEX,4O,320
MTT,MEX,4O,SU9
MTY,CUN,4O,320
MTY,GDL,4O,320
MTY,LAS,4O,320
MTY,MEX,4O,320
MTY,SAT,4O,320
MTY,TLC,4O,320
MZT,MEX,4O,SU9
OAX,MEX,4O,320
PQM,MEX,4O,SU9
PVR,MEX,4O,320
PVR,TLC,4O,320
REX,MEX,4O,SU9
SAT,GDL,4O,320
SAT,MEX,4O,320
SAT,MTY,4O,320
SAT,TLC,4O,320
SJD,GDL,4O,320
SJD,MEX,4O,320
SJD,TLC,4O,320
SJO,MEX,4O,320
SNA,GDL,4O,320
SNA,MEX,4O,320
TAM,MEX,4O,320
TGZ,MEX,4O,320
TIJ,GDL,4O,320
TIJ,MEX,4O,320
TLC,ACA,4O,320
TLC,CUN,4O,320
TLC,LAS,4O,320
TLC,MTY,4O,320
TLC,PVR,4O,320
TLC,SAT,4O,320
TLC,SJD,4O,320
TLC,ZIH,4O,320
TRC,MEX,4O,SU9
VER,MEX,4O,320
VSA,MEX,4O,320
ZCL,MEX,4O,SU9
ZIH,MEX,4O,320
ZIH,TLC,4O,320
ZLO,MEX,4O,SU9
DEL,HEA,4Q,320
DEL,KBL,4Q,320
DXB,KBL,4Q,319
HEA,DEL,4Q,320
HEA,ISB,4Q,319
HEA,KBL,4Q,319 320
ISB,HEA,4Q,319
ISB,KBL,4Q,319
KBL,DEL,4Q,320
KBL,DXB,4Q,319
KBL,HEA,4Q,319 320
KBL,ISB,4Q,319
KBL,MZR,4Q,319
MZR,KBL,4Q,319
AYT,ZRH,4T,320
BSL,HRG,4T,320
HRG,BSL,4T,320
HRG,ZRH,4T,320
PRN,ZRH,4T,320
RMF,ZRH,4T,320
SKP,ZRH,4T,320
ZRH,AYT,4T,320
ZRH,HRG,4T,320
ZRH,PRN,4T,320
ZRH,RMF,4T,320
ZRH,SKP,4T,320
AGP,STR,4U,320 319
AGP,TXL,4U,319
ALG,CGN,4U,319
AMS,HAM,4U,CRJ
AOI,DUS,4U,CRJ
AOI,TXL,4U,CRJ
ARN,CGN,4U,CRJ
ARN,DUS,4U,CRJ
ARN,HAM,4U,CRJ
ATH,CGN,4U,319
ATH,STR,4U,319
AYT,CGN,4U,320
BCN,CGN,4U,320 319
BCN,DUS,4U,320 319
BCN,HAJ,4U,319
BCN,HAM,4U,319
BCN,STR,4U,319 320
BDS,STR,4U,319
BEG,STR,4U,319
BGO,HAM,4U,CRJ
BHX,HAM,4U,CRJ
BHX,TXL,4U,319
BIA,CGN,4U,319
BIA,DUS,4U,320
BIA,HAM,4U,CRJ
BIA,STR,4U,319
BIA,TXL,4U,320
BIO,DUS,4U,CRJ
BIO,STR,4U,CRJ 319
BLQ,CGN,4U,319
BLQ,TXL,4U,319
BRE,STR,4U,319 CRJ
BRI,CGN,4U,319
BRI,DUS,4U,CRJ
BRI,STR,4U,319
BRU,STR,4U,319 CRJ
BSL,DUS,4U,CRJ
BUD,CGN,4U,319 320 CRJ
BUD,HAM,4U,CRJ
BUD,STR,4U,319 CRJ
CAG,CGN,4U,319
CAG,DUS,4U,CRJ
CAG,STR,4U,319
CDG,HAM,4U,319 CRJ
CFU,CGN,4U,320 319
CFU,DRS,4U,319
CFU,STR,4U,319
CGN,ALG,4U,319
CGN,ARN,4U,CRJ
CGN,ATH,4U,319
CGN,AYT,4U,320
CGN,BCN,4U,320 319
CGN,BIA,4U,319
CGN,BLQ,4U,319
CGN,BRI,4U,319
CGN,BUD,4U,319 320 CRJ
CGN,CAG,4U,319
CGN,CFU,4U,320 319
CGN,CLY,4U,319
CGN,CTA,4U,319
CGN,DBV,4U,319
CGN,DRS,4U,319 CRJ
CGN,DUB,4U,319
CGN,EDI,4U,319
CGN,FAO,4U,319 320
CGN,FCO,4U,319 320
CGN,FDH,4U,319 CRJ
CGN,HAM,4U,319 CRJ
CGN,HDF,4U,CRJ
CGN,HER,4U,320 319
CGN,IBZ,4U,320 319
CGN,JMK,4U,319
CGN,JTR,4U,319
CGN,KGS,4U,319
CGN,KLU,4U,CRJ
CGN,KVA,4U,319 320
CGN,LEJ,4U,CRJ 319 320
CGN,LHR,4U,319 320
CGN,LIS,4U,319 320
CGN,LPA,4U,319
CGN,MAN,4U,319
CGN,MXP,4U,319 CRJ
CGN,NAP,4U,319 320
CGN,NCE,4U,319 320
CGN,NDR,4U,319
CGN,OLB,4U,319
CGN,PMI,4U,320 319
CGN,PMO,4U,319 CRJ
CGN,PRG,4U,319 320 CRJ
CGN,PSA,4U,319
CGN,PUY,4U,319 CRJ
CGN,RAK,4U,319
CGN,RHO,4U,320
CGN,RJK,4U,319
CGN,RLG,4U,319
CGN,SAW,4U,319 320
CGN,SJJ,4U,319
CGN,SKG,4U,319 320
CGN,SPU,4U,319
CGN,STN,4U,319
CGN,SUF,4U,319
CGN,SZG,4U,319
CGN,TLV,4U,319 320
CGN,TUN,4U,319
CGN,TXL,4U,319 320
CGN,VCE,4U,320 319
CGN,VIE,4U,319 320
CGN,VRN,4U,319
CGN,WAW,4U,CRJ
CGN,XRY,4U,319
CGN,ZAD,4U,319
CGN,ZAG,4U,CRJ 319
CGN,ZRH,4U,320 319
CLY,CGN,4U,319
CTA,CGN,4U,319
CTA,DUS,4U,CRJ
CTA,HAJ,4U,319
CTA,HAM,4U,319
CTA,STR,4U,319
CTA,TXL,4U,319
CWL,DUS,4U,CRJ
DBV,CGN,4U,319
DBV,DUS,4U,CRJ
DBV,HAJ,4U,319
DBV,HAM,4U,319
DBV,STR,4U,319
DBV,TXL,4U,320
DRS,CFU,4U,319
DRS,CGN,4U,319 CRJ
DRS,DUS,4U,319 CRJ
DRS,STR,4U,319 CRJ
DTM,HDF,4U,319
DTM,MUC,4U,319
DTM,PMI,4U,319 320
DTM,SAW,4U,319
DTM,SPU,4U,319
DUB,CGN,4U,319
DUB,DUS,4U,CRJ
DUS,AOI,4U,CRJ
DUS,ARN,4U,CRJ
DUS,BCN,4U,320 319
DUS,BIA,4U,320
DUS,BIO,4U,CRJ
DUS,BRI,4U,CRJ
DUS,BSL,4U,CRJ
DUS,CAG,4U,CRJ
DUS,CTA,4U,CRJ
DUS,CWL,4U,CRJ
DUS,DBV,4U,CRJ
DUS,DRS,4U,319 CRJ
DUS,DUB,4U,CRJ
DUS,GVA,4U,CRJ
DUS,HDF,4U,CRJ
DUS,HER,4U,319
DUS,IBZ,4U,320
DUS,KTW,4U,CRJ
DUS,LEJ,4U,CRJ
DUS,LYS,4U,CRJ
DUS,MAD,4U,CRJ
DUS,MPL,4U,CRJ
DUS,MXP,4U,CRJ 320
DUS,NQY,4U,CRJ
DUS,NUE,4U,CRJ
DUS,OLB,4U,CRJ
DUS,PMI,4U,320
DUS,POZ,4U,CRJ
DUS,PRG,4U,CRJ
DUS,PRN,4U,319
DUS,SKG,4U,319 320
DUS,SPU,4U,319
DUS,SUF,4U,CRJ
DUS,TRN,4U,CRJ
DUS,VCE,4U,320 319
DUS,WAW,4U,CRJ
DUS,WRO,4U,CRJ
DUS,ZAD,4U,CRJ
EDI,CGN,4U,319
FAO,CGN,4U,319 320
FAO,HAM,4U,319
FAO,STR,4U,319 320
FCO,CGN,4U,319 320
FCO,HAJ,4U,319
FCO,HAM,4U,319
FCO,STR,4U,319
FCO,TXL,4U,319
FDH,CGN,4U,319 CRJ
FKB,HAM,4U,CRJ
FMM,HAM,4U,CRJ
FMM,TXL,4U,CRJ
FRA,HDF,4U,CRJ
GVA,DUS,4U,CRJ
GVA,HAM,4U,CRJ
HAJ,BCN,4U,319
HAJ,CTA,4U,319
HAJ,DBV,4U,319
HAJ,FCO,4U,319
HAJ,HER,4U,319
HAJ,MXP,4U,319
HAJ,NAP,4U,319
HAJ,PMI,4U,319
HAJ,PRN,4U,319
HAJ,SAW,4U,319
HAJ,SKG,4U,319
HAJ,SPU,4U,319
HAJ,STN,4U,319
HAJ,STR,4U,319
HAJ,SUF,4U,319
HAJ,VCE,4U,319
HAJ,VIE,4U,319
HAM,AMS,4U,CRJ
HAM,ARN,4U,CRJ
HAM,BCN,4U,319
HAM,BGO,4U,CRJ
HAM,BHX,4U,CRJ
HAM,BIA,4U,CRJ
HAM,BUD,4U,CRJ
HAM,CDG,4U,319 CRJ
HAM,CGN,4U,319 CRJ
HAM,CTA,4U,319
HAM,DBV,4U,319
HAM,FAO,4U,319
HAM,FCO,4U,319
HAM,FKB,4U,CRJ
HAM,FMM,4U,CRJ
HAM,GVA,4U,CRJ
HAM,HER,4U,319
HAM,KLU,4U,319 CRJ
HAM,LHR,4U,319 CRJ
HAM,MAD,4U,CRJ
HAM,MAN,4U,CRJ
HAM,MXP,4U,319 CRJ
HAM,NAP,4U,319
HAM,NCE,4U,319
HAM,NUE,4U,CRJ
HAM,OLB,4U,319
HAM,OSL,4U,CRJ
HAM,PMI,4U,319
HAM,PRG,4U,CRJ
HAM,PRN,4U,319
HAM,RJK,4U,319
HAM,SAW,4U,319
HAM,SKG,4U,319
HAM,SPU,4U,319
HAM,STR,4U,319 CRJ
HAM,TLS,4U,CRJ
HAM,VCE,4U,319 CRJ
HAM,VIE,4U,319 CRJ
HAM,VRN,4U,CRJ
HAM,ZRH,4U,319 CRJ
HDF,CGN,4U,CRJ
HDF,DTM,4U,319
HDF,DUS,4U,CRJ
HDF,FRA,4U,CRJ
HDF,STR,4U,CRJ
HEL,TXL,4U,319
HER,CGN,4U,320 319
HER,DUS,4U,319
HER,HAJ,4U,319
HER,HAM,4U,319
HER,STR,4U,319
HER,TXL,4U,319
IBZ,CGN,4U,320 319
IBZ,DUS,4U,320
IBZ,STR,4U,319
IBZ,TXL,4U,319
JMK,CGN,4U,319
JTR,CGN,4U,319
KGS,CGN,4U,319
KLU,CGN,4U,CRJ
KLU,HAM,4U,319 CRJ
KLU,TXL,4U,319 CRJ
KRK,STR,4U,CRJ
KTW,DUS,4U,CRJ
KVA,CGN,4U,319 320
KVA,STR,4U,319
LEJ,CGN,4U,CRJ 319 320
LEJ,DUS,4U,CRJ
LEJ,STR,4U,319 CRJ
LHR,CGN,4U,319 320
LHR,HAM,4U,319 CRJ
LHR,STR,4U,319 320
LHR,TXL,4U,319 320
LIN,TXL,4U,319
LIS,CGN,4U,319 320
LIS,STR,4U,319
LPA,CGN,4U,319
LYS,DUS,4U,CRJ
MAD,DUS,4U,CRJ
MAD,HAM,4U,CRJ
MAN,CGN,4U,319
MAN,HAM,4U,CRJ
MPL,DUS,4U,CRJ
MUC,DTM,4U,319
MXP,CGN,4U,319 CRJ
MXP,DUS,4U,CRJ 320
MXP,HAJ,4U,319
MXP,HAM,4U,319 CRJ
MXP,STR,4U,CRJ 319
NAP,CGN,4U,319 320
NAP,HAJ,4U,319
NAP,HAM,4U,319
NAP,STR,4U,319
NCE,CGN,4U,319 320
NCE,HAM,4U,319
NCE,TXL,4U,319
NDR,CGN,4U,319
NQY,DUS,4U,CRJ
NUE,DUS,4U,CRJ
NUE,HAM,4U,CRJ
NUE,TXL,4U,319
OLB,CGN,4U,319
OLB,DUS,4U,CRJ
OLB,HAM,4U,319
OLB,STR,4U,319
OSL,HAM,4U,CRJ
PMI,CGN,4U,320 319
PMI,DTM,4U,319 320
PMI,DUS,4U,320
PMI,HAJ,4U,319
PMI,HAM,4U,319
PMI,STR,4U,319 320
PMI,TXL,4U,320
PMO,CGN,4U,319 CRJ
POZ,DUS,4U,CRJ
PRG,CGN,4U,319 320 CRJ
PRG,DUS,4U,CRJ
PRG,HAM,4U,CRJ
PRN,DUS,4U,319
PRN,HAJ,4U,319
PRN,HAM,4U,319
PRN,STR,4U,319
PRN,TXL,4U,319
PSA,CGN,4U,319
PUY,CGN,4U,319 CRJ
RAK,CGN,4U,319
RHO,CGN,4U,320
RJK,CGN,4U,319
RJK,HAM,4U,319
RJK,STR,4U,319
RLG,CGN,4U,319
RLG,STR,4U,319
SAW,CGN,4U,319 320
SAW,DTM,4U,319
SAW,HAJ,4U,319
SAW,HAM,4U,319
SAW,STR,4U,319
SAW,TXL,4U,319
SJJ,CGN,4U,319
SJJ,STR,4U,319
SJJ,TXL,4U,319
SKG,CGN,4U,319 320
SKG,DUS,4U,319 320
SKG,HAJ,4U,319
SKG,HAM,4U,319
SKG,STR,4U,319 320
SPU,CGN,4U,319
SPU,DTM,4U,319
SPU,DUS,4U,319
SPU,HAJ,4U,319
SPU,HAM,4U,319
SPU,STR,4U,319 320
SPU,TXL,4U,319
STN,CGN,4U,319
STN,HAJ,4U,319
STN,STR,4U,319
STR,AGP,4U,320 319
STR,ATH,4U,319
STR,BCN,4U,319 320
STR,BDS,4U,319
STR,BEG,4U,319
STR,BIA,4U,319
STR,BIO,4U,CRJ 319
STR,BRE,4U,319 CRJ
STR,BRI,4U,319
STR,BRU,4U,319 CRJ
STR,BUD,4U,319 CRJ
STR,CAG,4U,319
STR,CFU,4U,319
STR,CTA,4U,319
STR,DBV,4U,319
STR,DRS,4U,319 CRJ
STR,FAO,4U,319 320
STR,FCO,4U,319
STR,HAJ,4U,319
STR,HAM,4U,319 CRJ
STR,HDF,4U,CRJ
STR,HER,4U,319
STR,IBZ,4U,319
STR,KRK,4U,CRJ
STR,KVA,4U,319
STR,LEJ,4U,319 CRJ
STR,LHR,4U,319 320
STR,LIS,4U,319
STR,MXP,4U,CRJ 319
STR,NAP,4U,319
STR,OLB,4U,319
STR,PMI,4U,319 320
STR,PRN,4U,319
STR,RJK,4U,319
STR,RLG,4U,319
STR,SAW,4U,319
STR,SJJ,4U,319
STR,SKG,4U,319 320
STR,SPU,4U,319 320
STR,STN,4U,319
STR,SUF,4U,319
STR,TXL,4U,320 319 CRJ
STR,VIE,4U,319 320 CRJ
STR,ZAD,4U,319
STR,ZAG,4U,319
SUF,CGN,4U,319
SUF,DUS,4U,CRJ
SUF,HAJ,4U,319
SUF,STR,4U,319
SZG,CGN,4U,319
TLS,HAM,4U,CRJ
TLV,CGN,4U,319 320
TRN,DUS,4U,CRJ
TUN,CGN,4U,319
TXL,AGP,4U,319
TXL,AOI,4U,CRJ
TXL,BHX,4U,319
TXL,BIA,4U,320
TXL,BLQ,4U,319
TXL,CGN,4U,320 319
TXL,CTA,4U,319
TXL,DBV,4U,320
TXL,FCO,4U,319
TXL,FMM,4U,CRJ
TXL,HEL,4U,319
TXL,HER,4U,319
TXL,IBZ,4U,319
TXL,KLU,4U,319 CRJ
TXL,LHR,4U,319 320
TXL,LIN,4U,319
TXL,NCE,4U,319
TXL,NUE,4U,319
TXL,PMI,4U,320
TXL,PRN,4U,319
TXL,SAW,4U,319
TXL,SJJ,4U,319
TXL,SPU,4U,319
TXL,STR,4U,319 320 CRJ
TXL,VIE,4U,319 320
TXL,VRN,4U,319
TXL,ZAD,4U,319
VCE,CGN,4U,320 319
VCE,DUS,4U,320 319
VCE,HAJ,4U,319
VCE,HAM,4U,319 CRJ
VIE,CGN,4U,319 320
VIE,HAJ,4U,319
VIE,HAM,4U,319 CRJ
VIE,STR,4U,319 320 CRJ
VIE,TXL,4U,319 320
VRN,CGN,4U,319
VRN,HAM,4U,CRJ
VRN,TXL,4U,319
WAW,CGN,4U,CRJ
WAW,DUS,4U,CRJ
WRO,DUS,4U,CRJ
XRY,CGN,4U,319
ZAD,CGN,4U,319
ZAD,DUS,4U,CRJ
ZAD,STR,4U,319
ZAD,TXL,4U,319
ZAG,CGN,4U,CRJ 319
ZAG,STR,4U,319
ZRH,CGN,4U,320 319
ZRH,HAM,4U,319 CRJ
AKP,FAI,4W,PA2
BTT,AKP,4W,PA2
BTT,CXF,4W,PA2
CEM,IRC,4W,PA2
CIK,FAI,4W,PA2
CIK,FYU,4W,PA2
CXF,AKP,4W,PA2
FAI,BTT,4W,PA2
FAI,CEM,4W,PA2
FAI,CIK,4W,PA2
FAI,FYU,4W,PA2
FAI,MLY,4W,CN1
FAI,RMP,4W,CN1
FAI,SVS,4W,PA2
FAI,TAL,4W,PA2
FAI,WBQ,4W,PA2
FYU,CIK,4W,PA2
FYU,FAI,4W,PA2
IRC,FAI,4W,PA2
MLY,MNT,4W,CN1
MNT,FAI,4W,CN1
RMP,FAI,4W,CN1
SVS,FAI,4W,PA2
SVS,WBQ,4W,PA2
TAL,FAI,4W,PA2
WBQ,FAI,4W,PA2
WBQ,SVS,4W,PA2
AKI,TLT,4Y,CNA
ATT,KUK,4Y,CNA
BET,ATT,4Y,CNA
BET,EEK,4Y,CNA
BET,GNU,4Y,CNA
BET,KPN,4Y,CNA
BET,KWN,4Y,CNA
BET,KWT,4Y,CNA
BET,MLL,4Y,CNA
BET,NME,4Y,CNA
BET,WNA,4Y,CNA
BET,WTL,4Y,CNA
CYF,BET,4Y,CNA
EEK,BET,4Y,CNA
EEK,KWN,4Y,CNA
GNU,PTU,4Y,CNA
KKH,KWK,4Y,CNA
KKI,AKI,4Y,CNA
KPN,CYF,4Y,CNA
KUK,NUP,4Y,CNA
KWK,BET,4Y,CNA
KWN,BET,4Y,CNA
KWN,EEK,4Y,CNA
KWT,KKI,4Y,CNA
MLL,PQS,4Y,CNA
NME,OOK,4Y,CNA
NUP,BET,4Y,CNA
OOK,TNK,4Y,CNA
PKA,BET,4Y,CNA
PQS,BET,4Y,CNA
PTU,BET,4Y,CNA
TLT,BET,4Y,CNA
TNK,WWT,4Y,CNA
WNA,PKA,4Y,CNA
WTL,KKH,4Y,CNA
WWT,BET,4Y,CNA
BOC,SJO,5C,DHT
DRK,SJO,5C,DHT
FON,XQP,5C,DHT
GLF,PJM,5C,DHT
LIR,SJO,5C,DHT
LIR,SYQ,5C,DHT
LIR,TNO,5C,DHT
MGA,SJO,5C,DHT
NOB,TMU,5C,CNA
PJM,SJO,5C,DHT
PMZ,SJO,5C,CNA
SJO,BOC,5C,DHT
SJO,DRK,5C,DHT
SJO,FON,5C,DHT
SJO,GLF,5C,DHT
SJO,MGA,5C,DHT
SJO,NOB,5C,CNA
SJO,PJM,5C,DHT
SJO,TMU,5C,DHT
SJO,TNO,5C,DHT
SJO,TTQ,5C,CNA
SJO,XQP,5C,CNA DHT
SYQ,LIR,5C,DHT
TMU,SJO,5C,CNA DHT
TNO,LIR,5C,DHT
TNO,SJO,5C,DHT
TTQ,SJO,5C,CNA
XQP,PMZ,5C,CNA
XQP,SJO,5C,CNA DHT
ACC,KMS,5G,AT7
KMS,ACC,5G,AT7
EDL,LOK,5H,DH8
EDL,NBO,5H,DH8 CRJ
JUB,NBO,5H,CRJ
KIS,EDL,5H,CRJ
KIS,NBO,5H,CRJ CNA
LAU,MYD,5H,DH8
LOK,EDL,5H,DH8
MBA,NBO,5H,CRJ
MBA,ZNZ,5H,CRJ
MYD,LAU,5H,DH8
MYD,NBO,5H,DH8
NBO,EDL,5H,DH8 CRJ
NBO,JUB,5H,CRJ
NBO,KIS,5H,CRJ
NBO,LOK,5H,DH8
NBO,MBA,5H,CRJ
NBO,MYD,5H,DH8
ZNZ,MBA,5H,CRJ
BCD,CEB,5J,320 ATR
BCD,CGY,5J,ATR
BCD,DVO,5J,320
BCD,MNL,5J,320 319
BKI,MNL,5J,320
BKK,MNL,5J,320
BWN,MNL,5J,320
BXU,CEB,5J,319
BXU,MNL,5J,320
CAN,MNL,5J,320
CBO,MNL,5J,319 320
CEB,BCD,5J,320 ATR
CEB,BXU,5J,319
CEB,CGM,5J,ATR
CEB,CGY,5J,ATR 320 319
CEB,CRK,5J,319
CEB,DGT,5J,ATR
CEB,DPL,5J,ATR
CEB,DVO,5J,320 319
CEB,GES,5J,320
CEB,HKG,5J,320
CEB,IAO,5J,ATR
CEB,ICN,5J,320
CEB,ILO,5J,319 320
CEB,KLO,5J,320
CEB,LGP,5J,ATR
CEB,MNL,5J,319 320 330 ATR
CEB,MPH,5J,ATR
CEB,OZC,5J,ATR
CEB,PAG,5J,ATR
CEB,PPS,5J,320
CEB,PUS,5J,320
CEB,SIN,5J,320
CEB,SUG,5J,ATR
CEB,TAC,5J,ATR 319
CEB,USU,5J,ATR
CEB,ZAM,5J,319
CGK,MNL,5J,320
CGM,CEB,5J,ATR
CGY,BCD,5J,ATR
CGY,CEB,5J,320 ATR 319
CGY,DVO,5J,ATR
CGY,ILO,5J,319
CGY,MNL,5J,320 319
CRK,CEB,5J,319
CRK,HKG,5J,319
CRK,MFM,5J,319
CRK,SIN,5J,319
CYZ,MNL,5J,319
DGT,CEB,5J,ATR
DGT,MNL,5J,319
DPL,CEB,5J,ATR
DPL,DVO,5J,ATR
DPL,MNL,5J,320 319
DPS,MNL,5J,320
DVO,BCD,5J,320
DVO,CEB,5J,320 319
DVO,CGY,5J,ATR
DVO,DPL,5J,ATR
DVO,ILO,5J,320 319
DVO,MNL,5J,320 330
DVO,PPS,5J,319
DVO,ZAM,5J,319
DXB,MNL,5J,330
GES,CEB,5J,320
GES,ILO,5J,319
GES,MNL,5J,320
HAN,MNL,5J,319
HKG,CEB,5J,320
HKG,CRK,5J,319
HKG,ILO,5J,319
HKG,MNL,5J,320
HKT,MNL,5J,320
IAO,CEB,5J,ATR
ICN,CEB,5J,320
ICN,KLO,5J,320
ICN,MNL,5J,330
ILO,CEB,5J,319 320
ILO,CGY,5J,319
ILO,DVO,5J,320 319
ILO,GES,5J,319
ILO,HKG,5J,319
ILO,MNL,5J,320 319
ILO,PPS,5J,319
ILO,SIN,5J,319
KIX,MNL,5J,320
KLO,CEB,5J,320
KLO,ICN,5J,320
KLO,MNL,5J,320 ATR 319
KUL,MNL,5J,320
LAO,MNL,5J,319
LGP,CEB,5J,ATR
LGP,MNL,5J,320 319
MFM,CRK,5J,319
MFM,MNL,5J,319
MNL,BCD,5J,320 319
MNL,BKI,5J,320
MNL,BKK,5J,320
MNL,BWN,5J,320
MNL,BXU,5J,320
MNL,CAN,5J,320
MNL,CBO,5J,319 320
MNL,CEB,5J,319 320 330 ATR
MNL,CGK,5J,320
MNL,CGY,5J,320 319
MNL,CYZ,5J,319
MNL,DGT,5J,319
MNL,DPL,5J,320 319
MNL,DPS,5J,320
MNL,DVO,5J,320 330
MNL,DXB,5J,330
MNL,GES,5J,320
MNL,HAN,5J,319
MNL,HKG,5J,320
MNL,HKT,5J,320
MNL,ICN,5J,330
MNL,ILO,5J,320 319
MNL,KIX,5J,320
MNL,KLO,5J,320 ATR 319
MNL,KUL,5J,320
MNL,LAO,5J,319
MNL,LGP,5J,320 319
MNL,MFM,5J,319
MNL,MPH,5J,ATR
MNL,NGO,5J,320
MNL,NRT,5J,320
MNL,OZC,5J,320
MNL,PAG,5J,319 320
MNL,PEK,5J,320
MNL,PPS,5J,320 319
MNL,PUS,5J,320
MNL,PVG,5J,320
MNL,REP,5J,320
MNL,RXS,5J,320
MNL,SGN,5J,320
MNL,SIN,5J,330 320
MNL,SJI,5J,319
MNL,TAC,5J,320
MNL,TAG,5J,319
MNL,TPE,5J,320
MNL,TUG,5J,319
MNL,USU,5J,ATR
MNL,VRC,5J,319
MNL,WNP,5J,ATR
MNL,XMN,5J,320
MNL,ZAM,5J,320
MPH,CEB,5J,ATR
MPH,MNL,5J,ATR
NGO,MNL,5J,320
NRT,MNL,5J,320
OZC,CEB,5J,ATR
OZC,MNL,5J,320
PAG,CEB,5J,ATR
PAG,MNL,5J,319 320
PEK,MNL,5J,320
PPS,CEB,5J,320
PPS,DVO,5J,319
PPS,ILO,5J,319
